709;19980109;12;13;20;24;34
708;19980106;04;08;22;33;35
707;19980102;05;11;27;28;34
723;19980227;02;15;18;19;21
722;19980224;05;08;25;31;33
721;19980220;10;14;32;33;35
720;19980217;07;09;24;26;30
719;19980213;04;05;06;14;26
718;19980210;16;18;21;27;33
717;19980206;06;14;22;30;34
716;19980203;01;19;20;21;26
732;19980331;01;11;26;27;35
731;19980327;01;04;09;17;27
730;19980324;05;17;21;24;30
729;19980320;06;23;25;26;27
728;19980317;03;06;10;15;18
727;19980313;06;23;24;27;35
726;19980310;18;19;24;26;34
725;19980306;04;19;26;28;30
724;19980303;08;13;19;24;32
740;19980428;04;18;22;26;27
739;19980424;13;22;27;31;35
738;19980421;03;04;17;21;30
737;19980417;01;05;27;28;31
736;19980414;10;12;14;26;34
735;19980410;06;13;19;22;25
734;19980407;03;04;17;24;32
733;19980403;01;10;13;26;30
749;19980529;06;09;19;20;21
748;19980526;03;12;14;15;28
747;19980522;06;11;27;30;34
746;19980519;11;12;17;25;34
745;19980515;03;04;07;14;35
744;19980512;05;23;24;25;27
743;19980508;05;11;14;23;31
742;19980505;06;09;18;22;27
741;19980501;06;07;12;19;22
758;19980630;02;07;19;20;31
757;19980626;02;13;16;28;35
756;19980623;09;19;21;29;32
755;19980619;08;10;17;19;24
754;19980616;08;23;24;26;32
753;19980612;13;21;30;32;33
752;19980609;08;13;18;23;28
751;19980605;08;21;22;31;32
750;19980602;02;04;07;18;22
767;19980731;02;21;25;26;29
766;19980728;02;10;20;25;26
765;19980724;02;19;20;23;33
764;19980721;05;07;19;27;30
763;19980717;04;07;11;16;22
762;19980714;11;12;16;23;31
761;19980710;01;10;24;30;35
760;19980707;04;10;14;20;25
759;19980703;01;21;26;33;35
775;19980828;08;11;12;15;17
774;19980825;04;21;27;28;31
773;19980821;03;08;09;30;32
772;19980818;17;18;19;26;29
771;19980814;10;11;12;17;26
770;19980811;01;19;24;25;29
769;19980807;02;03;19;30;31
768;19980804;03;17;22;28;35
784;19980929;09;14;18;24;34
783;19980925;08;15;16;19;23
782;19980922;05;07;13;23;24
781;19980918;02;05;14;26;34
780;19980915;05;07;14;24;26
779;19980911;03;09;18;33;35
778;19980908;05;06;22;25;31
777;19980904;01;03;15;18;26
776;19980901;01;14;15;22;27
793;19981030;02;07;08;18;30
792;19981027;04;05;26;29;30
791;19981023;12;17;18;21;29
790;19981020;05;13;15;21;23
789;19981016;04;14;26;27;28
788;19981013;22;27;29;30;31
787;19981009;02;08;10;12;20
786;19981006;02;19;22;24;32
785;19981002;01;08;19;25;29
801;19981127;04;07;27;31;34
800;19981124;06;09;10;25;33
799;19981120;04;10;16;27;28
798;19981117;06;15;16;23;25
797;19981113;03;05;13;17;21
796;19981110;01;04;11;13;23
795;19981106;06;14;16;25;27
794;19981103;04;17;18;21;33
819;19990129;08;23;29;34;35
818;19990126;09;18;23;26;31
817;19990122;02;10;18;26;35
816;19990119;06;14;15;20;35
815;19990115;04;06;22;23;28
814;19990112;03;27;29;33;35
813;19990108;04;25;27;29;31
812;19990105;07;08;15;28;29
811;19990101;02;14;15;20;24
827;19990226;10;12;15;23;24
826;19990223;01;22;24;26;27
825;19990219;10;15;27;33;34
824;19990216;05;18;20;31;35
823;19990212;12;13;18;26;32
822;19990209;01;03;17;21;23
821;19990205;17;18;27;32;33
820;19990202;04;05;11;16;22
836;19990330;06;16;19;25;27
835;19990326;20;29;31;33;35
834;19990323;04;07;28;34;35
833;19990319;08;11;25;26;34
832;19990316;02;13;17;18;23
831;19990312;03;05;07;27;31
830;19990309;06;09;13;18;25
829;19990305;17;18;30;32;34
828;19990302;02;09;15;18;25
845;19990430;03;04;10;27;32
844;19990427;04;25;27;29;32
843;19990423;04;08;10;23;25
842;19990420;14;21;26;32;34
841;19990416;05;14;17;23;26
840;19990413;05;13;20;26;27
839;19990409;09;11;30;32;33
838;19990406;01;02;20;26;34
837;19990402;01;02;16;21;22
853;19990528;10;17;19;22;29
852;19990525;03;05;07;10;17
851;19990521;04;10;11;12;22
850;19990518;02;09;14;19;21
849;19990514;08;09;12;22;30
848;19990511;16;17;19;29;30
847;19990507;02;04;14;25;27
846;19990504;02;16;19;24;35
862;19990629;09;12;17;20;29
861;19990625;11;22;30;33;35
860;19990622;19;32;33;34;35
859;19990618;26;27;31;33;34
858;19990615;04;09;17;29;32
857;19990611;19;20;23;29;32
856;19990608;05;15;24;25;34
855;19990604;04;18;20;29;31
854;19990601;02;04;07;15;26
871;19990730;02;10;16;27;31
870;19990727;06;12;17;25;27
869;19990723;04;06;14;24;32
868;19990720;07;10;12;32;35
867;19990716;01;02;10;15;30
866;19990713;14;21;23;24;26
865;19990709;02;12;20;28;32
864;19990706;02;03;15;33;34
863;19990702;01;05;10;13;26
880;19990831;02;13;21;27;28
879;19990827;05;08;15;27;31
878;19990824;06;08;14;18;31
877;19990820;06;07;20;23;26
876;19990817;13;14;21;27;28
875;19990813;07;12;28;29;31
874;19990810;01;13;17;20;35
873;19990806;01;07;08;12;19
872;19990803;04;09;13;20;35
888;19990928;04;05;09;13;27
887;19990924;02;03;11;31;32
886;19990921;07;20;23;27;31
885;19990917;02;03;05;08;15
884;19990914;05;06;22;25;32
883;19990910;02;04;12;25;30
882;19990907;01;10;17;23;32
881;19990903;06;07;10;22;26
897;19991029;15;17;18;21;22
896;19991026;06;18;19;22;33
895;19991022;06;19;23;24;25
894;19991019;04;12;23;28;32
893;19991015;14;18;22;23;28
892;19991012;02;07;17;22;23
891;19991008;05;16;19;23;31
890;19991005;05;09;29;31;32
889;19991001;08;16;19;21;22
906;19991130;05;13;14;26;34
905;19991126;04;12;16;21;35
904;19991123;02;06;21;22;28
903;19991119;02;10;24;25;34
902;19991116;02;05;23;24;30
901;19991112;07;12;17;23;33
900;19991109;05;06;20;22;27
899;19991105;02;17;19;28;32
898;19991102;07;12;13;20;32
923;20000128;06;11;20;21;24
922;20000125;05;08;11;16;35
921;20000121;07;13;16;21;23
920;20000118;02;07;09;10;21
919;20000114;03;07;21;23;28
918;20000111;09;13;16;27;32
917;20000107;07;10;12;24;30
916;20000104;05;08;18;27;35
932;20000229;11;17;21;30;33
931;20000225;02;16;18;20;31
930;20000222;12;16;32;33;34
929;20000218;01;16;19;22;28
928;20000215;05;11;20;32;33
927;20000211;07;18;23;32;34
926;20000208;01;03;21;26;28
925;20000204;05;21;22;25;33
924;20000201;05;06;20;29;35
941;20000331;06;08;11;16;33
940;20000328;06;08;23;26;28
939;20000324;06;11;15;17;24
938;20000321;12;15;17;23;29
937;20000317;11;12;24;30;31
936;20000314;16;17;25;26;28
935;20000310;01;22;23;28;33
934;20000307;11;15;19;21;28
933;20000303;07;18;30;34;35
949;20000428;06;09;25;28;31
948;20000425;02;06;24;25;26
947;20000421;09;10;16;17;33
946;20000418;04;08;15;16;30
945;20000414;05;10;17;22;32
944;20000411;06;09;11;18;31
943;20000407;09;11;19;25;30
942;20000404;06;07;10;23;30
958;20000530;01;03;07;29;31
957;20000526;06;07;16;25;31
956;20000523;06;07;15;20;26
955;20000519;03;12;13;14;32
954;20000516;01;06;07;22;34
